,Severe1,Severe2,Severe3,Severe4,Severe5,Severe6,Middle1,Middle2,Middle3,Middle4,Middle5,Middle6,Mild1,Mild2,Mild3,Mild4,Mild5,Mild6
ASV737,0,0,0,0,0,0.00044675,0,0,0,0,0,0,0,0,0,0,0,0
ASV290,0,0,0,0,0,0,0,0,0,0,0,0,4.96E-05,0,0,0.000124097,0,0
ASV488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347472,0
ASV988,0,0,0,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0,0
ASV299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV797,0,0,0,0,0,0,0,0,0,0,0,0.000347472,0,0,0,0,0,0
ASV1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV190,0,0,0.000297833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347472,0,0
ASV372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1345,0,0,0,0,0,0,0,0,0,0,0.000397111,0,0,0,0,0,0,0
ASV979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736
ASV37,0,0,0,0,0.000397111,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV580,0,0,0,0,0,0,0.000347472,0,0,0,0,0,0,0,0,0,0,0
ASV128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297833,0,0,0,0
ASV1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV191,0,0,0.000322653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV798,0,0,0,0,0,0,0,0,0,0,0,0.000322653,0,0,0,0,0,0
ASV581,0,0,0,0,0,0,0.000322653,0,0,0,0,0,0,0,0,0,0,0
ASV744,0,0,0,0,0,7.45E-05,0,0,0,0,0,0,0,0,0,0,0,0
ASV865,0,0,0,0,0,0,0,0,0.000322653,0,0,0,0,0,0,0,0,0
ASV1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297833,0
ASV651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273014,0,0
ASV1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273014,0,0,0
ASV1018,0,0,0,0,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0,0
ASV447,0,0.000347472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV799,0,0,0,0,0,0,0,0,0,0,0,0.000372292,0,0,0,0,0,0
ASV1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV738,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0,0,0,0,0,0
ASV583,0,0,0,0,0,0,0.000322653,0,0,0,0,0,0,0,0,0,0,0
ASV1347,0,0,0,0,0,0,0,0,0,0,0.000347472,0,0,0,0,0,0,0
ASV492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322653,0
ASV931,0,0,0,0.000297833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1346,0,0,0,0,0,0,0,0,0,0,0.000347472,0,0,0,0,0,0,0
ASV1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000347472
ASV192,0,0,0.000273014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297833,0,0,0
ASV1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000322653
ASV38,0,0,0,0,0.000248194,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0
ASV582,0,0,0,0,0,0,0.000297833,0,0,0,0,0,0,0,0,0,0,0
ASV373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV803,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0
ASV801,0,0,0,0,0,0,0,0,0,0,0,0.000297833,0,0,0,0,0,0
ASV376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV377,0,0,0,0,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0
ASV585,0,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0,0,0,0,0
ASV912,0,0,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0,0,0
ASV1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000297833,0
ASV866,0,0,0,0,0,0,0,0,0.000248194,0,0,0,0,0,0,0,0,0
ASV194,0,0,0.000248194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV802,0,0,0,0,0,0,0,0,0,0,0,0.000322653,0,0,0,0,0,0
ASV932,0,0,0,0.000297833,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV800,0,0,0,0,0,0,0,0,0,0,0,0.000322653,0,0,0,0,0,0
ASV375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV193,0,0,0.000297833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248194,0,0,0
ASV760,0.000297833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV631,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0,0,0,0,0.000198556
ASV867,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0
ASV495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273014,0
ASV1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375
ASV868,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0
ASV804,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0
ASV971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV257,0,0,0,0,0,0,0,0,0,0,0,0,0.000273014,0,0,0,0,0
ASV973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV195,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV563,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,2.48E-05,0
ASV542,0,0,0,0,0,0,0,4.96E-05,0,0.000124097,0,0,0,0,0,0,7.45E-05,0
ASV972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-05
ASV196,0,0,0.000273014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0
ASV1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV805,0,0,0,0,0,0,0,0,0,0,0,0.000297833,0,0,0,0,0,0
ASV869,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0
ASV1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273014
ASV761,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0
ASV500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0
ASV133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0
ASV806,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0
ASV1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV292,0,0,0,0,0,0,0,0,0,0.000173736,0,0,4.96E-05,0,0,0,0,0
ASV974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0
ASV197,0,0,0.000248194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV587,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0
ASV1349,0,0,0,0,0,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0
ASV871,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0
ASV759,0,0,0,0,0,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0
ASV586,0,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0,0,0,0,0
ASV1348,0,0,0,0,0,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0
ASV1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0
ASV498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248194,0
ASV739,0,0,0,0,0,0.000273014,0,0,0,0,0,0,0,0,0,0,0,0
ASV933,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV42,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV934,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV872,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0
ASV870,0,0,0,0,0,0,0,0,0.000248194,0,0,0,0,0,0,0,0,0
ASV501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248194,0
ASV1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375
ASV808,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0
ASV44,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0
ASV686,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0
ASV198,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV741,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0
ASV1350,0,0,0,0,0,0,0,0,0,0,0.000248194,0,0,0,0,0,0,0
ASV1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0
ASV740,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0
ASV975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0
ASV1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0
ASV380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0
ASV873,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0
ASV807,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0
ASV588,0,0,0,0,0,0,0.000248194,0,0,0,0,0,0,0,0,0,0,0
ASV502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV809,0,0,0,0,0,0,0,0,0,0,0,0.000248194,0,0,0,0,0,0
ASV259,0,0,0,0,0,0,0,0,0,0,0,0,0.000248194,0,0,0,0,0
ASV1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1019,0,0,0,0,0,0,0,0,0,0.000248194,0,0,0,0,0,0,0,0
ASV1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248194,0,0
ASV47,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV48,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1353,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0
ASV876,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0
ASV810,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0
ASV383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0
ASV1020,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0
ASV1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV687,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0
ASV506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0
ASV1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV874,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0
ASV201,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0
ASV977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV49,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV260,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0
ASV382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV200,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV51,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0
ASV875,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0
ASV1352,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0
ASV978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1351,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0
ASV1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0
ASV976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223375,0,0
ASV381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV688,0,0,0,0,0,0,0,0.000223375,0,0,0,0,0,0,0,0,0,0
ASV199,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0
ASV638,0,0,0,0,0,0,4.96E-05,0,0,0,0,0,0,0,0,0,0,0
ASV53,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0
ASV811,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0
ASV589,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0,0
ASV507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV689,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0
ASV512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0
ASV262,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0
ASV448,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556
ASV202,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV54,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-05,0
ASV515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0
ASV420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV878,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0
ASV511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0
ASV590,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0,0
ASV509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0
ASV516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0
ASV591,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0,0
ASV1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0
ASV513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0
ASV1021,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0,0,0,0,0
ASV1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV879,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0
ASV1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198556,0,0,0,0
ASV449,0,0.000198556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1022,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0
ASV1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV140,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0
ASV985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV936,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1355,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0
ASV657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0
ASV762,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV935,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-05,0,0,0
ASV1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV263,0,0,0,0,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0
ASV1236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0
ASV1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173736
ASV1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917
ASV303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917
ASV1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV264,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0
ASV1073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV880,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0
ASV812,0,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0
ASV883,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0
ASV882,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0
ASV1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0
ASV390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93E-05,0,0,0
ASV691,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0
ASV1354,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0
ASV1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV881,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0
ASV283,0,0,0,0,0,0,0,0,0,0,0,0,7.45E-05,0,0,0,0,0
ASV305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV692,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0
ASV391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0
ASV1357,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0
ASV1356,0,0,0,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0
ASV1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124097
ASV204,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV690,0,0,0,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0
ASV59,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV937,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV58,0,0,0,0,0.000173736,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV888,0,0,0,0,0,0,0,0,9.93E-05,0,0,0,0,0,0,0,0,0
ASV205,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV886,0,0,0,0,0,0,0,0,9.93E-05,0,0,0,0,0,0,0,0,0
ASV308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1363,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0
ASV887,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0
ASV270,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0
ASV1362,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0
ASV1024,0,0,0,0,0,0,0,0,0,9.93E-05,0,0,0,0,0,0,0,0
ASV1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV890,0,0,0,0,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0
ASV61,0,0,0,0,0.000124097,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1358,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0
ASV695,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0,0,0,0,0,0
ASV1239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0
ASV265,0,0,0,0,0,0,0,0,0,0,0,0,0.000148917,0,0,0,0,0
ASV765,0.000148917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
