"","X1","X2","elements","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree","group","ID","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Group","nodes","label"
"26",-4.85942082634442,15.631911586475,"ASV19",6,0.350282485875706,82.4578615498409,6,"Severe","ASV19","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__Sphingomonas","s__unclassified_g__Sphingomonas","Severe",63,"Severe: (nodes: 63; links: )"
"27",-1.33883067681556,-3.04361955427481,"ASV2",12,0.358381502890173,29.2572618672962,12,"Severe","ASV2","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Severe",63,"Severe: (nodes: 63; links: )"
"28",-4.29609782471204,-4.20610358306904,"ASV20",10,0.354285714285714,10.6129332941404,10,"Severe","ASV20","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Severe",63,"Severe: (nodes: 63; links: )"
"29",4.24264471359604,-11.6515944554803,"ASV203",5,0.350282485875706,69.4168070487865,5,"Severe","ASV203","d__Bacteria","k__norank_d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Micrococcales","f__Micrococcaceae","g__Rothia","s__unclassified_g__Rothia","Severe",63,"Severe: (nodes: 63; links: )"
"30",11.6770053438503,-4.94340917068814,"ASV21",4,0.296650717703349,41.6595881006865,4,"Severe","ASV21","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Sphingobacterium","s__unclassified_g__Sphingobacterium","Severe",63,"Severe: (nodes: 63; links: )"
"31",8.08452864029407,0.278510447100437,"ASV22",3,0.203947368421053,0,3,"Severe","ASV22","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Sphingobacterium","s__unclassified_g__Sphingobacterium","Severe",63,"Severe: (nodes: 63; links: )"
"32",11.2996554766578,1.32092944125334,"ASV23",2,0.275555555555556,17.2134920634921,2,"Severe","ASV23","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Pseudomonadales","f__Pseudomonadaceae","g__Pseudomonas","s__unclassified_g__Pseudomonas","Severe",63,"Severe: (nodes: 63; links: )"
"33",-2.66803438541611,13.3202462317002,"ASV24",3,0.270742358078603,61,3,"Severe","ASV24","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Delftia","s__unclassified_g__Delftia","Severe",63,"Severe: (nodes: 63; links: )"
"34",-4.83008584261218,-2.0926582122245,"ASV25",11,0.369047619047619,77.6146452621453,11,"Severe","ASV25","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium-Methylorubrum","s__unclassified_g__Methylobacterium-Methylorubrum","Severe",63,"Severe: (nodes: 63; links: )"
"35",-1.39337917449997,1.99853187070765,"ASV26",12,0.382716049382716,206.773742183742,12,"Severe","ASV26","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Beijerinckiaceae","g__Methylobacterium-Methylorubrum","s__unclassified_g__Methylobacterium-Methylorubrum","Severe",63,"Severe: (nodes: 63; links: )"
